<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.03	01:00:00	1828.70	1831.60	1827.81	1828.30	1772	0	37
2022.01.03	02:00:00	1828.30	1830.85	1826.82	1830.08	2911	0	37
2022.01.03	03:00:00	1830.07	1831.35	1827.42	1828.67	3209	0	37
2022.01.03	04:00:00	1828.67	1828.73	1825.51	1826.01	2465	0	37
2022.01.03	05:00:00	1826.03	1826.69	1824.03	1825.55	2086	0	38
2022.01.03	06:00:00	1825.52	1825.79	1824.40	1825.01	1077	0	39
2022.01.03	07:00:00	1825.01	1825.57	1823.50	1825.25	1563	0	40
2022.01.03	08:00:00	1825.25	1825.57	1823.52	1825.13	1966	0	37
2022.01.03	09:00:00	1825.11	1825.22	1820.85	1824.07	3573	0	37
2022.01.03	10:00:00	1824.09	1824.16	1821.19	1822.71	3641	0	37
2022.01.03	11:00:00	1822.72	1826.50	1822.31	1826.22	3922	0	37
2022.01.03	12:00:00	1826.22	1827.32	1825.36	1826.28	3203	0	37
2022.01.03	13:00:00	1826.29	1827.00	1822.15	1822.77	3882	0	37
2022.01.03	14:00:00	1822.77	1823.06	1821.15	1821.65	3686	0	37
2022.01.03	15:00:00	1821.65	1821.89	1805.54	1806.97	13791	0	37
2022.01.03	16:00:00	1806.96	1810.75	1802.67	1802.72	13084	0	37
2022.01.03	17:00:00	1802.71	1806.53	1799.60	1801.78	12758	0	37
2022.01.03	18:00:00	1801.74	1801.81	1798.13	1800.58	6766	0	37
2022.01.03	19:00:00	1800.55	1800.80	1798.65	1799.51	3973	0	37
2022.01.03	20:00:00	1799.49	1802.08	1798.88	1801.50	4032	0	37
2022.01.03	21:00:00	1801.51	1802.88	1800.90	1801.57	2780	0	37
2022.01.03	22:00:00	1801.55	1804.39	1800.99	1801.55	4186	0	37
2022.01.03	23:00:00	1801.57	1802.10	1800.76	1800.99	1427	0	40
2022.01.04	01:00:00	1801.00	1804.20	1800.83	1804.05	1171	0	38
2022.01.04	02:00:00	1804.05	1804.68	1802.72	1804.22	2349	0	39
2022.01.04	03:00:00	1804.22	1806.71	1802.99	1805.03	6658	0	37
2022.01.04	04:00:00	1805.03	1806.96	1804.52	1805.25	3070	0	37
2022.01.04	05:00:00	1805.22	1806.01	1803.68	1804.03	2791	0	37
2022.01.04	06:00:00	1804.03	1804.12	1803.01	1803.31	2217	0	37
2022.01.04	07:00:00	1803.30	1805.38	1803.07	1805.28	2853	0	37
2022.01.04	08:00:00	1805.29	1805.91	1803.26	1803.32	3927	0	37
2022.01.04	09:00:00	1803.32	1807.22	1803.03	1805.57	5050	0	37
2022.01.04	10:00:00	1805.58	1806.64	1803.16	1803.81	4593	0	37
2022.01.04	11:00:00	1803.80	1806.54	1801.76	1805.56	4291	0	37
2022.01.04	12:00:00	1805.58	1808.47	1805.12	1805.47	3531	0	37
2022.01.04	13:00:00	1805.46	1805.48	1802.19	1804.11	4135	0	37
2022.01.04	14:00:00	1804.13	1805.24	1798.25	1801.04	6714	0	37
2022.01.04	15:00:00	1801.04	1807.15	1799.55	1807.03	9712	0	37
2022.01.04	16:00:00	1807.05	1810.75	1806.15	1810.02	10889	0	37
2022.01.04	17:00:00	1811.82	1816.60	1807.37	1814.42	10966	0	37
2022.01.04	18:00:00	1814.42	1815.42	1811.47	1812.41	8116	0	37
2022.01.04	19:00:00	1812.42	1814.90	1811.66	1813.39	4428	0	37
2022.01.04	20:00:00	1813.41	1814.99	1813.27	1814.91	3845	0	37
2022.01.04	21:00:00	1814.88	1815.09	1813.56	1814.33	2999	0	37
2022.01.04	22:00:00	1814.32	1815.20	1813.26	1814.97	3022	0	37
2022.01.04	23:00:00	1814.96	1815.21	1813.93	1814.30	1450	0	41
2022.01.05	01:00:00	1814.44	1814.59	1812.89	1813.75	810	0	37
2022.01.05	02:00:00	1813.75	1814.46	1812.59	1812.77	1535	0	39
2022.01.05	03:00:00	1812.77	1815.24	1812.56	1815.11	3536	0	37
2022.01.05	04:00:00	1815.11	1816.06	1813.97	1815.41	4788	0	37
2022.01.05	05:00:00	1815.41	1816.30	1814.18	1815.28	2655	0	37
2022.01.05	06:00:00	1815.27	1815.27	1814.45	1814.79	2304	0	38
2022.01.05	07:00:00	1814.79	1816.08	1814.09	1815.58	3055	0	37
2022.01.05	08:00:00	1815.58	1816.89	1812.55	1812.90	3544	0	37
2022.01.05	09:00:00	1812.90	1815.52	1812.32	1813.28	4367	0	37
2022.01.05	10:00:00	1813.29	1817.43	1813.17	1816.66	4832	0	37
2022.01.05	11:00:00	1816.65	1820.02	1816.15	1817.56	4091	0	37
2022.01.05	12:00:00	1817.59	1819.86	1817.52	1818.21	3793	0	37
2022.01.05	13:00:00	1818.21	1820.58	1817.56	1818.53	4362	0	37
2022.01.05	14:00:00	1818.53	1819.07	1816.82	1817.76	3708	0	37
2022.01.05	15:00:00	1817.76	1827.75	1814.97	1825.35	12871	0	37
2022.01.05	16:00:00	1825.35	1829.51	1825.02	1825.68	9011	0	37
2022.01.05	17:00:00	1825.68	1826.49	1820.27	1823.16	9399	0	37
2022.01.05	18:00:00	1823.13	1825.26	1822.24	1823.79	8183	0	37
2022.01.05	19:00:00	1823.80	1825.49	1822.38	1822.66	5088	0	37
2022.01.05	20:00:00	1822.66	1824.75	1822.50	1823.70	4837	0	37
2022.01.05	21:00:00	1823.69	1824.31	1812.34	1812.73	13851	0	37
2022.01.05	22:00:00	1812.76	1814.09	1808.11	1809.79	6688	0	37
2022.01.05	23:00:00	1809.79	1810.69	1808.67	1809.94	2219	0	37
2022.01.06	01:00:00	1810.23	1811.24	1809.70	1810.09	1375	0	37
2022.01.06	02:00:00	1810.10	1810.25	1807.59	1809.01	2133	0	37
2022.01.06	03:00:00	1809.01	1811.36	1806.91	1810.01	5612	0	37
2022.01.06	04:00:00	1810.01	1810.07	1807.94	1809.02	4800	0	37
2022.01.06	05:00:00	1809.02	1809.19	1806.38	1806.83	3428	0	37
2022.01.06	06:00:00	1806.85	1806.88	1805.14	1805.19	3196	0	38
2022.01.06	07:00:00	1805.23	1807.37	1802.86	1802.86	4894	0	37
2022.01.06	08:00:00	1802.86	1803.68	1799.28	1801.91	4956	0	37
2022.01.06	09:00:00	1801.86	1803.53	1799.31	1800.79	5658	0	37
2022.01.06	10:00:00	1800.79	1801.87	1794.48	1795.25	8116	0	37
2022.01.06	11:00:00	1795.25	1796.26	1793.58	1794.69	6524	0	37
2022.01.06	12:00:00	1794.69	1807.01	1793.66	1801.05	7069	0	37
2022.01.06	13:00:00	1801.03	1801.52	1796.85	1797.29	4240	0	37
2022.01.06	14:00:00	1797.29	1800.30	1791.55	1791.55	7011	0	37
2022.01.06	15:00:00	1791.59	1793.04	1786.66	1788.24	13684	0	37
2022.01.06	16:00:00	1788.24	1795.37	1786.91	1791.62	13018	0	37
2022.01.06	17:00:00	1791.69	1795.10	1787.79	1790.46	13781	0	37
2022.01.06	18:00:00	1790.52	1792.79	1788.97	1789.07	7934	0	37
2022.01.06	19:00:00	1789.07	1793.31	1788.63	1790.90	6073	0	37
2022.01.06	20:00:00	1790.83	1791.29	1787.53	1787.55	5140	0	37
2022.01.06	21:00:00	1787.56	1789.38	1786.20	1787.80	3818	0	37
2022.01.06	22:00:00	1787.78	1789.45	1787.26	1787.93	3168	0	37
2022.01.06	23:00:00	1787.93	1790.82	1787.62	1790.75	1387	0	37
2022.01.07	01:00:00	1790.75	1791.45	1789.94	1791.23	1393	0	37
2022.01.07	02:00:00	1791.23	1792.40	1790.84	1791.84	2054	0	39
2022.01.07	03:00:00	1791.82	1792.10	1789.63	1790.49	4913	0	37
2022.01.07	04:00:00	1790.49	1791.78	1789.63	1791.42	3061	0	37
2022.01.07	05:00:00	1791.43	1793.08	1791.18	1792.65	1911	0	37
2022.01.07	06:00:00	1792.65	1792.77	1791.91	1792.45	1004	0	38
2022.01.07	07:00:00	1792.46	1792.71	1790.34	1790.54	1766	0	37
2022.01.07	08:00:00	1790.53	1790.90	1788.69	1789.81	2843	0	37
2022.01.07	09:00:00	1789.81	1791.89	1787.85	1789.69	3174	0	37
2022.01.07	10:00:00	1789.70	1790.46	1787.63	1790.40	4043	0	37
2022.01.07	11:00:00	1790.34	1793.69	1788.32	1792.91	3488	0	37
2022.01.07	12:00:00	1792.92	1793.77	1790.94	1791.11	2561	0	37
2022.01.07	13:00:00	1791.11	1793.56	1789.53	1793.14	2970	0	37
2022.01.07	14:00:00	1793.16	1793.39	1789.15	1789.25	4136	0	37
2022.01.07	15:00:00	1789.15	1795.96	1782.14	1789.04	15614	0	37
2022.01.07	16:00:00	1789.02	1794.46	1788.97	1790.89	14094	0	37
2022.01.07	17:00:00	1790.87	1793.45	1786.32	1788.99	10968	0	37
2022.01.07	18:00:00	1789.10	1794.55	1789.08	1793.83	11460	0	37
2022.01.07	19:00:00	1793.84	1796.54	1792.17	1795.77	4866	0	37
2022.01.07	20:00:00	1795.77	1798.45	1795.17	1796.20	5250	0	37
2022.01.07	21:00:00	1796.20	1797.60	1794.59	1796.56	3593	0	37
2022.01.07	22:00:00	1796.58	1797.32	1794.15	1795.75	2460	0	37
2022.01.07	23:00:00	1795.77	1796.98	1794.57	1796.78	1225	0	38
2022.01.10	01:00:00	1793.95	1795.96	1793.94	1794.96	2149	0	37
2022.01.10	02:00:00	1794.96	1794.97	1792.09	1794.19	2055	0	37
2022.01.10	03:00:00	1794.19	1796.59	1793.09	1794.82	4715	0	37
2022.01.10	04:00:00	1794.82	1796.05	1793.49	1794.24	3833	0	38
2022.01.10	05:00:00	1794.24	1794.24	1791.54	1791.99	3340	0	38
2022.01.10	06:00:00	1791.96	1793.12	1791.76	1792.30	1403	0	37
2022.01.10	07:00:00	1792.31	1794.02	1791.32	1792.89	1903	0	37
2022.01.10	08:00:00	1792.89	1793.56	1791.85	1793.02	2406	0	37
2022.01.10	09:00:00	1792.97	1795.56	1791.15	1793.50	3371	0	37
2022.01.10	10:00:00	1793.50	1796.32	1791.96	1796.26	4099	0	37
2022.01.10	11:00:00	1796.26	1797.83	1795.80	1796.64	3657	0	37
2022.01.10	12:00:00	1796.64	1800.52	1796.30	1799.50	5166	0	37
2022.01.10	13:00:00	1799.52	1802.13	1798.67	1800.41	4194	0	37
2022.01.10	14:00:00	1800.41	1801.23	1791.32	1791.69	6101	0	37
2022.01.10	15:00:00	1791.69	1797.04	1791.34	1792.81	10403	0	37
2022.01.10	16:00:00	1792.80	1796.15	1790.17	1794.04	11886	0	37
2022.01.10	17:00:00	1794.04	1795.74	1791.35	1793.25	9170	0	37
2022.01.10	18:00:00	1793.25	1795.84	1793.12	1793.78	4770	0	0
2022.01.10	19:00:00	1793.78	1799.89	1793.21	1799.28	3829	0	0
2022.01.10	20:00:00	1799.15	1801.28	1798.23	1800.09	2179	0	37
2022.01.10	21:00:00	1800.09	1801.47	1799.69	1800.73	2553	0	37
2022.01.10	22:00:00	1800.70	1801.38	1799.46	1800.86	2384	0	37
2022.01.10	23:00:00	1800.85	1801.71	1800.72	1801.35	1336	0	38
2022.01.11	01:00:00	1801.19	1802.79	1799.87	1801.03	1516	0	37
2022.01.11	02:00:00	1801.03	1804.49	1801.03	1802.56	2199	0	37
2022.01.11	03:00:00	1802.56	1805.80	1801.85	1804.71	4538	0	37
2022.01.11	04:00:00	1804.71	1806.17	1804.25	1805.06	3070	0	37
2022.01.11	05:00:00	1805.06	1807.65	1804.86	1805.78	2236	0	37
2022.01.11	06:00:00	1805.77	1806.58	1805.39	1806.56	1520	0	37
2022.01.11	07:00:00	1806.57	1808.54	1805.52	1808.30	2860	0	37
2022.01.11	08:00:00	1808.30	1809.63	1806.89	1808.11	3918	0	37
2022.01.11	09:00:00	1808.10	1809.58	1807.51	1809.07	3446	0	37
2022.01.11	10:00:00	1809.00	1809.99	1808.08	1808.70	4005	0	37
2022.01.11	11:00:00	1808.68	1810.11	1805.91	1806.71	4143	0	37
2022.01.11	12:00:00	1806.74	1807.52	1804.65	1806.00	3624	0	37
2022.01.11	13:00:00	1806.00	1807.40	1804.20	1806.32	3867	0	37
2022.01.11	14:00:00	1806.32	1807.98	1804.98	1807.25	3817	0	37
2022.01.11	15:00:00	1807.34	1808.92	1804.40	1805.39	6847	0	37
2022.01.11	16:00:00	1805.39	1807.09	1801.57	1805.84	10317	0	37
2022.01.11	17:00:00	1805.73	1812.02	1805.25	1811.51	9443	0	37
2022.01.11	18:00:00	1811.51	1816.61	1809.90	1815.08	8629	0	37
2022.01.11	19:00:00	1815.10	1817.67	1813.79	1817.38	5179	0	0
2022.01.11	20:00:00	1817.37	1819.94	1817.09	1819.83	5462	0	0
2022.01.11	21:00:00	1819.85	1821.03	1818.84	1820.69	3915	0	0
2022.01.11	22:00:00	1820.70	1823.08	1820.22	1822.82	3705	0	0
2022.01.11	23:00:00	1822.87	1822.90	1821.09	1821.26	1042	0	0
2022.01.12	01:00:00	1820.78	1821.56	1819.80	1820.53	2278	0	37
2022.01.12	02:00:00	1820.46	1822.37	1820.15	1820.68	2188	0	37
2022.01.12	03:00:00	1820.68	1821.99	1818.26	1818.91	6564	0	37
2022.01.12	04:00:00	1818.91	1820.22	1818.74	1819.22	3215	0	37
2022.01.12	05:00:00	1819.22	1819.64	1817.91	1817.93	2218	0	37
2022.01.12	06:00:00	1817.92	1819.28	1817.57	1818.02	2696	0	37
2022.01.12	07:00:00	1818.01	1821.35	1817.89	1820.27	3415	0	37
2022.01.12	08:00:00	1820.27	1821.22	1819.61	1819.96	2990	0	37
2022.01.12	09:00:00	1819.96	1820.29	1815.71	1817.08	5354	0	37
2022.01.12	10:00:00	1817.10	1818.08	1814.52	1816.66	6599	0	37
2022.01.12	11:00:00	1816.66	1816.96	1814.80	1816.13	5464	0	37
2022.01.12	12:00:00	1816.11	1818.01	1815.87	1817.26	4647	0	37
2022.01.12	13:00:00	1817.26	1818.35	1816.08	1817.05	3787	0	37
2022.01.12	14:00:00	1817.03	1819.26	1816.16	1819.21	4560	0	37
2022.01.12	15:00:00	1819.20	1825.20	1817.03	1821.06	15012	0	37
2022.01.12	16:00:00	1821.05	1824.48	1818.74	1822.04	13439	0	37
2022.01.12	17:00:00	1822.04	1824.56	1820.76	1823.63	9680	0	37
2022.01.12	18:00:00	1823.63	1824.69	1819.95	1824.64	6455	0	37
2022.01.12	19:00:00	1824.64	1826.81	1823.76	1825.94	8075	0	37
2022.01.12	20:00:00	1825.88	1827.72	1825.46	1825.94	4974	0	37
2022.01.12	21:00:00	1825.94	1827.84	1825.66	1827.76	2231	0	37
2022.01.12	22:00:00	1827.76	1827.90	1825.79	1827.21	2402	0	37
2022.01.12	23:00:00	1827.21	1827.31	1825.42	1825.80	1160	0	37
2022.01.13	01:00:00	1825.64	1826.05	1824.68	1825.16	1468	0	39
2022.01.13	02:00:00	1825.09	1825.76	1824.01	1824.16	2172	0	37
2022.01.13	03:00:00	1824.17	1826.48	1823.92	1825.24	6115	0	37
2022.01.13	04:00:00	1825.24	1825.46	1823.84	1824.16	4020	0	37
2022.01.13	05:00:00	1824.19	1825.32	1824.13	1824.99	3879	0	37
2022.01.13	06:00:00	1824.97	1826.40	1824.91	1825.85	2169	0	37
2022.01.13	07:00:00	1825.85	1828.00	1825.47	1825.69	2624	0	37
2022.01.13	08:00:00	1825.69	1826.70	1824.12	1824.99	4127	0	37
2022.01.13	09:00:00	1824.99	1826.98	1823.28	1826.51	4595	0	37
2022.01.13	10:00:00	1826.51	1827.38	1820.45	1820.87	7129	0	37
2022.01.13	11:00:00	1820.87	1822.68	1818.85	1822.56	6288	0	37
2022.01.13	12:00:00	1822.56	1823.84	1821.66	1822.37	3681	0	37
2022.01.13	13:00:00	1822.37	1823.96	1821.78	1823.43	4514	0	37
2022.01.13	14:00:00	1823.43	1826.07	1822.97	1824.18	6838	0	37
2022.01.13	15:00:00	1824.18	1825.25	1819.33	1821.79	10894	0	37
2022.01.13	16:00:00	1821.77	1823.60	1818.08	1818.54	11315	0	37
2022.01.13	17:00:00	1818.55	1820.50	1814.05	1814.44	13479	0	37
2022.01.13	18:00:00	1814.47	1819.01	1812.17	1818.92	9755	0	37
2022.01.13	19:00:00	1818.92	1821.27	1818.10	1820.45	6233	0	37
2022.01.13	20:00:00	1820.45	1821.78	1819.31	1820.22	6135	0	37
2022.01.13	21:00:00	1820.22	1821.59	1820.02	1820.87	2973	0	37
2022.01.13	22:00:00	1820.90	1822.20	1820.59	1821.75	2744	0	37
2022.01.13	23:00:00	1821.76	1822.72	1821.44	1822.25	960	0	37
2022.01.14	01:00:00	1822.23	1822.25	1820.61	1820.68	1243	0	40
2022.01.14	02:00:00	1820.59	1821.79	1819.41	1820.65	3368	0	37
2022.01.14	03:00:00	1820.64	1824.44	1820.14	1822.26	5921	0	37
2022.01.14	04:00:00	1822.26	1825.41	1822.20	1825.01	5350	0	37
2022.01.14	05:00:00	1825.00	1827.08	1824.72	1825.85	2918	0	37
2022.01.14	06:00:00	1825.85	1827.09	1825.37	1825.82	3649	0	38
2022.01.14	07:00:00	1825.83	1827.94	1825.73	1827.56	2923	0	37
2022.01.14	08:00:00	1827.56	1827.66	1826.36	1826.73	3711	0	37
2022.01.14	09:00:00	1826.73	1827.91	1825.63	1826.57	4570	0	37
2022.01.14	10:00:00	1826.57	1828.95	1824.15	1824.17	6394	0	37
2022.01.14	11:00:00	1824.16	1824.38	1821.46	1823.38	5619	0	37
2022.01.14	12:00:00	1823.40	1824.16	1821.79	1823.44	4795	0	37
2022.01.14	13:00:00	1823.44	1823.58	1819.77	1822.29	5261	0	37
2022.01.14	14:00:00	1822.29	1823.72	1819.36	1820.78	6168	0	37
2022.01.14	15:00:00	1820.79	1827.55	1819.79	1825.27	13895	0	37
2022.01.14	16:00:00	1825.27	1826.57	1819.02	1824.70	13325	0	37
2022.01.14	17:00:00	1824.76	1825.73	1820.62	1820.96	11333	0	37
2022.01.14	18:00:00	1820.98	1821.75	1817.61	1818.41	10904	0	37
2022.01.14	19:00:00	1818.41	1819.16	1815.05	1815.71	7519	0	37
2022.01.14	20:00:00	1815.71	1817.42	1814.52	1816.99	5728	0	37
2022.01.14	21:00:00	1816.98	1818.81	1816.22	1818.07	2953	0	37
2022.01.14	22:00:00	1818.07	1818.71	1816.25	1816.25	5100	0	37
2022.01.14	23:00:00	1816.25	1817.64	1816.20	1817.37	1416	0	37
2022.01.17	01:00:00	1818.90	1818.90	1815.71	1816.20	1924	0	37
2022.01.17	02:00:00	1816.20	1816.53	1814.47	1815.42	2478	0	37
2022.01.17	03:00:00	1815.42	1816.38	1812.94	1815.88	5371	0	37
2022.01.17	04:00:00	1815.89	1818.31	1815.82	1818.04	3328	0	37
2022.01.17	05:00:00	1818.04	1819.31	1817.78	1818.68	2704	0	37
2022.01.17	06:00:00	1818.69	1820.08	1818.67	1819.19	2036	0	37
2022.01.17	07:00:00	1819.21	1820.39	1818.11	1819.35	3313	0	37
2022.01.17	08:00:00	1819.35	1820.28	1818.56	1819.39	2112	0	37
2022.01.17	09:00:00	1819.38	1822.15	1818.76	1821.78	3227	0	37
2022.01.17	10:00:00	1821.80	1823.02	1820.85	1822.24	3189	0	37
2022.01.17	11:00:00	1822.24	1822.77	1820.42	1821.38	2395	0	37
2022.01.17	12:00:00	1821.37	1821.79	1819.65	1820.69	2171	0	37
2022.01.17	13:00:00	1820.72	1821.68	1819.80	1821.13	3014	0	37
2022.01.17	14:00:00	1821.13	1821.16	1819.17	1819.66	3470	0	37
2022.01.17	15:00:00	1819.65	1821.13	1819.07	1820.83	5099	0	37
2022.01.17	16:00:00	1820.86	1821.35	1819.49	1819.98	4129	0	37
2022.01.17	17:00:00	1819.95	1819.98	1817.50	1818.67	4607	0	37
2022.01.17	18:00:00	1818.67	1819.23	1818.25	1819.16	2344	0	37
2022.01.17	19:00:00	1819.16	1819.81	1818.80	1819.10	1229	0	37
2022.01.17	20:00:00	1819.11	1819.40	1818.05	1818.05	518	0	39
2022.01.17	21:00:00	1818.05	1819.34	1818.04	1818.84	305	0	37
2022.01.18	01:00:00	1818.30	1819.17	1818.20	1818.86	995	0	43
2022.01.18	02:00:00	1818.87	1820.13	1818.45	1820.04	2539	0	37
2022.01.18	03:00:00	1820.03	1822.22	1819.00	1821.91	4275	0	37
2022.01.18	04:00:00	1821.91	1822.12	1820.92	1821.63	3493	0	37
2022.01.18	05:00:00	1821.63	1822.58	1815.10	1816.15	6463	0	37
2022.01.18	06:00:00	1816.14	1817.81	1815.64	1817.80	3791	0	37
2022.01.18	07:00:00	1817.73	1818.08	1815.42	1816.02	4367	0	37
2022.01.18	08:00:00	1815.96	1817.73	1815.12	1817.42	4989	0	37
2022.01.18	09:00:00	1817.42	1817.78	1812.58	1816.04	7419	0	37
2022.01.18	10:00:00	1816.03	1817.04	1811.86	1811.86	7908	0	37
2022.01.18	11:00:00	1811.87	1813.26	1808.94	1810.29	6206	0	37
2022.01.18	12:00:00	1810.26	1811.14	1809.09	1809.91	4410	0	37
2022.01.18	13:00:00	1809.93	1814.14	1809.60	1812.94	4329	0	37
2022.01.18	14:00:00	1812.94	1816.02	1812.49	1814.85	4998	0	37
2022.01.18	15:00:00	1814.93	1819.66	1805.57	1819.43	14591	0	37
2022.01.18	16:00:00	1819.55	1819.79	1811.75	1818.07	15144	0	37
2022.01.18	17:00:00	1818.07	1819.95	1813.35	1819.72	12039	0	37
2022.01.18	18:00:00	1819.73	1819.95	1810.48	1814.76	10238	0	37
2022.01.18	19:00:00	1814.80	1815.16	1810.79	1811.92	6577	0	37
2022.01.18	20:00:00	1811.92	1813.63	1810.48	1813.34	5143	0	37
2022.01.18	21:00:00	1813.33	1815.70	1813.33	1813.88	4441	0	37
2022.01.18	22:00:00	1813.80	1815.11	1813.06	1813.58	4316	0	37
2022.01.18	23:00:00	1813.54	1814.52	1812.94	1813.48	1931	0	38
2022.01.19	01:00:00	1811.79	1814.92	1811.79	1814.09	1506	0	42
2022.01.19	02:00:00	1814.11	1814.31	1812.54	1813.23	2768	0	37
2022.01.19	03:00:00	1813.24	1814.10	1812.08	1812.13	4722	0	37
2022.01.19	04:00:00	1812.06	1813.33	1810.92	1811.52	3774	0	37
2022.01.19	05:00:00	1811.52	1811.77	1810.08	1811.59	2482	0	37
2022.01.19	06:00:00	1811.56	1812.29	1810.92	1811.62	1715	0	37
2022.01.19	07:00:00	1811.61	1814.04	1811.35	1813.27	3333	0	37
2022.01.19	08:00:00	1813.27	1814.62	1812.71	1814.12	4738	0	37
2022.01.19	09:00:00	1814.10	1815.06	1811.09	1811.33	5923	0	37
2022.01.19	10:00:00	1811.29	1815.89	1811.17	1814.48	6438	0	37
2022.01.19	11:00:00	1814.51	1817.10	1814.21	1816.77	4381	0	37
2022.01.19	12:00:00	1816.75	1819.16	1816.07	1818.56	3996	0	37
2022.01.19	13:00:00	1818.56	1819.71	1817.09	1817.16	4201	0	37
2022.01.19	14:00:00	1817.22	1818.90	1816.51	1817.65	4674	0	37
2022.01.19	15:00:00	1817.65	1825.43	1817.60	1823.83	10640	0	37
2022.01.19	16:00:00	1823.84	1828.24	1822.32	1827.01	11407	0	37
2022.01.19	17:00:00	1826.94	1838.49	1826.15	1838.09	10909	0	37
2022.01.19	18:00:00	1838.10	1841.08	1836.94	1840.01	10129	0	37
2022.01.19	19:00:00	1840.01	1842.49	1839.00	1840.19	6466	0	37
2022.01.19	20:00:00	1840.18	1842.66	1839.43	1841.70	6599	0	37
2022.01.19	21:00:00	1841.70	1843.13	1840.82	1842.60	3680	0	37
2022.01.19	22:00:00	1842.67	1843.14	1841.40	1842.40	4227	0	37
2022.01.19	23:00:00	1842.41	1842.42	1839.91	1840.34	2705	0	37
2022.01.20	01:00:00	1839.83	1840.15	1838.14	1838.35	2283	0	37
2022.01.20	02:00:00	1838.37	1841.25	1837.78	1841.03	2558	0	37
2022.01.20	03:00:00	1841.03	1843.94	1839.67	1841.16	9614	0	37
2022.01.20	04:00:00	1841.16	1842.57	1839.07	1839.79	6719	0	37
2022.01.20	05:00:00	1839.79	1841.40	1839.33	1839.47	3222	0	37
2022.01.20	06:00:00	1839.47	1840.22	1838.55	1839.66	2209	0	37
2022.01.20	07:00:00	1839.66	1839.94	1838.28	1839.11	4075	0	37
2022.01.20	08:00:00	1839.11	1840.55	1838.50	1840.23	5248	0	37
2022.01.20	09:00:00	1840.17	1840.99	1838.31	1838.93	6999	0	37
2022.01.20	10:00:00	1838.95	1841.97	1838.27	1839.78	6870	0	37
2022.01.20	11:00:00	1839.76	1841.14	1836.85	1838.36	6131	0	37
2022.01.20	12:00:00	1838.36	1839.45	1836.55	1837.01	3874	0	37
2022.01.20	13:00:00	1837.01	1839.45	1836.54	1839.31	4044	0	37
2022.01.20	14:00:00	1839.31	1840.37	1835.74	1840.30	5624	0	37
2022.01.20	15:00:00	1840.28	1846.74	1838.92	1846.30	11317	0	37
2022.01.20	16:00:00	1846.30	1846.93	1841.74	1846.05	13071	0	37
2022.01.20	17:00:00	1845.99	1847.73	1843.55	1846.68	12234	0	37
2022.01.20	18:00:00	1846.69	1846.69	1838.39	1841.60	8988	0	37
2022.01.20	19:00:00	1841.59	1843.57	1841.59	1842.21	6010	0	37
2022.01.20	20:00:00	1842.21	1842.38	1840.21	1841.36	5379	0	37
2022.01.20	21:00:00	1841.36	1841.52	1839.31	1839.92	4783	0	37
2022.01.20	22:00:00	1839.92	1840.35	1837.19	1837.91	4836	0	37
2022.01.20	23:00:00	1837.91	1839.52	1837.86	1839.03	3599	0	37
2022.01.21	01:00:00	1838.65	1839.70	1837.79	1838.73	3257	0	38
2022.01.21	02:00:00	1838.77	1839.14	1837.52	1838.43	4070	0	37
2022.01.21	03:00:00	1838.44	1838.88	1836.14	1838.27	7002	0	37
2022.01.21	04:00:00	1838.27	1841.45	1837.57	1840.98	5524	0	37
2022.01.21	05:00:00	1840.96	1841.88	1840.49	1840.64	3759	0	37
2022.01.21	06:00:00	1840.63	1841.71	1840.25	1841.25	3435	0	37
2022.01.21	07:00:00	1841.25	1841.94	1839.81	1841.23	3389	0	37
2022.01.21	08:00:00	1841.23	1841.23	1839.57	1840.23	6532	0	37
2022.01.21	09:00:00	1840.23	1842.62	1836.56	1837.86	6037	0	37
2022.01.21	10:00:00	1837.86	1838.89	1828.32	1831.45	9185	0	37
2022.01.21	11:00:00	1831.41	1834.15	1830.31	1833.88	6490	0	37
2022.01.21	12:00:00	1833.88	1835.55	1833.32	1833.84	3605	0	37
2022.01.21	13:00:00	1833.84	1834.61	1831.82	1831.82	4547	0	37
2022.01.21	14:00:00	1831.83	1836.26	1830.96	1835.05	8523	0	37
2022.01.21	15:00:00	1835.05	1841.83	1834.19	1841.16	11765	0	37
2022.01.21	16:00:00	1841.20	1843.03	1839.78	1840.55	11615	0	37
2022.01.21	17:00:00	1840.55	1840.59	1831.71	1834.40	14404	0	37
2022.01.21	18:00:00	1834.40	1834.95	1831.15	1834.82	9937	0	37
2022.01.21	19:00:00	1834.83	1834.95	1831.01	1832.64	7045	0	37
2022.01.21	20:00:00	1832.64	1832.67	1830.02	1831.99	5452	0	37
2022.01.21	21:00:00	1831.97	1832.46	1830.49	1831.44	3077	0	37
2022.01.21	22:00:00	1831.44	1831.85	1828.37	1831.71	5573	0	37
2022.01.21	23:00:00	1831.72	1834.79	1830.59	1834.40	1513	0	37
2022.01.24	01:00:00	1834.19	1836.94	1831.37	1834.50	3476	0	37
2022.01.24	02:00:00	1834.52	1834.78	1832.97	1833.07	2434	0	37
2022.01.24	03:00:00	1833.07	1836.21	1832.38	1836.02	5475	0	37
2022.01.24	04:00:00	1836.02	1837.28	1835.14	1836.45	3016	0	37
2022.01.24	05:00:00	1836.45	1837.24	1835.43	1836.37	3069	0	37
