<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.05.08	10:00:00	3329.97	3349.19	3327.26	3342.74	17839	0	17
2025.05.08	11:00:00	3342.73	3344.38	3337.08	3339.48	12509	0	17
2025.05.08	12:00:00	3339.47	3344.34	3331.19	3332.13	13682	0	17
2025.05.08	13:00:00	3332.15	3346.62	3330.38	3342.47	13349	0	17
2025.05.08	14:00:00	3342.49	3345.46	3339.37	3344.20	11467	0	17
2025.05.08	15:00:00	3344.21	3358.64	3342.93	3356.05	17212	0	17
2025.05.08	16:00:00	3356.07	3369.45	3354.57	3356.18	21533	0	17
2025.05.08	17:00:00	3356.12	3362.94	3350.78	3356.73	20955	0	17
2025.05.08	18:00:00	3356.69	3359.94	3326.77	3330.89	22921	0	17
2025.05.08	19:00:00	3330.87	3330.87	3304.40	3310.51	22647	0	17
2025.05.08	20:00:00	3310.52	3311.39	3297.77	3308.22	18049	0	17
2025.05.08	21:00:00	3308.17	3311.11	3305.55	3308.31	11256	0	17
2025.05.08	22:00:00	3308.32	3309.88	3288.67	3306.43	14760	0	17
2025.05.08	23:00:00	3306.56	3310.87	3304.02	3305.71	6125	0	17
2025.05.09	01:00:00	3310.72	3323.95	3310.56	3323.92	6723	0	17
2025.05.09	02:00:00	3323.93	3324.01	3312.13	3316.21	6045	0	17
2025.05.09	03:00:00	3316.33	3323.04	3309.02	3322.18	10732	0	17
2025.05.09	04:00:00	3322.17	3322.61	3286.81	3291.35	19354	0	17
2025.05.09	05:00:00	3291.36	3308.48	3274.86	3308.15	19201	0	17
2025.05.09	06:00:00	3308.17	3313.24	3299.75	3308.17	14671	0	17
2025.05.09	07:00:00	3308.14	3327.59	3308.11	3324.45	11223	0	17
2025.05.09	08:00:00	3324.76	3330.35	3313.02	3321.59	14068	0	17
2025.05.09	09:00:00	3321.57	3326.82	3315.21	3325.46	14526	0	17
2025.05.09	10:00:00	3325.48	3332.38	3322.36	3327.12	13846	0	17
2025.05.09	11:00:00	3327.34	3328.86	3320.28	3328.37	12263	0	17
2025.05.09	12:00:00	3328.54	3329.17	3323.51	3325.30	9140	0	17
2025.05.09	13:00:00	3325.26	3329.82	3321.87	3323.50	8020	0	17
2025.05.09	14:00:00	3323.49	3338.20	3323.16	3332.93	13589	0	17
2025.05.09	15:00:00	3333.03	3335.63	3329.19	3333.44	14203	0	17
2025.05.09	16:00:00	3333.45	3340.42	3328.84	3330.91	19203	0	17
2025.05.09	17:00:00	3331.06	3341.21	3320.31	3337.14	19700	0	17
2025.05.09	18:00:00	3337.15	3345.93	3335.93	3344.84	15269	0	17
2025.05.09	19:00:00	3344.84	3347.44	3336.37	3337.03	12328	0	17
2025.05.09	20:00:00	3337.02	3342.63	3336.09	3340.97	9640	0	17
2025.05.09	21:00:00	3341.14	3343.12	3336.35	3338.77	7008	0	17
2025.05.09	22:00:00	3338.65	3340.08	3325.32	3329.01	9570	0	17
2025.05.09	23:00:00	3328.91	3330.40	3325.17	3325.32	6020	0	17
2025.05.12	01:00:00	3292.46	3297.09	3266.88	3272.66	10543	0	17
2025.05.12	02:00:00	3272.65	3288.84	3266.03	3287.59	12017	0	17
2025.05.12	03:00:00	3287.60	3289.96	3272.16	3279.05	13331	0	17
2025.05.12	04:00:00	3279.06	3282.02	3259.21	3271.93	19690	0	17
2025.05.12	05:00:00	3271.92	3279.75	3269.53	3272.05	13794	0	17
2025.05.12	06:00:00	3272.06	3284.77	3270.53	3283.34	10796	0	17
2025.05.12	07:00:00	3283.24	3283.58	3275.89	3278.89	7300	0	17
2025.05.12	08:00:00	3278.90	3279.69	3268.57	3276.18	10249	0	17
2025.05.12	09:00:00	3276.32	3281.59	3273.11	3277.54	12642	0	17
2025.05.12	10:00:00	3277.36	3277.67	3216.26	3222.82	24164	0	17
2025.05.12	11:00:00	3222.81	3234.39	3220.87	3231.42	19264	0	17
2025.05.12	12:00:00	3231.37	3231.37	3213.08	3214.64	13504	0	17
2025.05.12	13:00:00	3215.05	3219.42	3207.74	3208.16	14414	0	17
2025.05.12	14:00:00	3208.06	3229.33	3208.04	3224.89	14849	0	17
2025.05.12	15:00:00	3224.84	3234.21	3220.42	3233.70	14622	0	17
2025.05.12	16:00:00	3233.65	3248.52	3231.91	3241.07	21387	0	17
2025.05.12	17:00:00	3240.97	3247.74	3233.61	3237.78	18934	0	17
2025.05.12	18:00:00	3237.60	3243.94	3232.78	3239.40	13666	0	17
2025.05.12	19:00:00	3239.39	3240.08	3223.35	3224.18	11593	0	17
2025.05.12	20:00:00	3224.23	3227.53	3221.15	3223.16	9308	0	17
2025.05.12	21:00:00	3223.17	3230.00	3220.39	3229.60	6945	0	17
2025.05.12	22:00:00	3229.61	3238.81	3228.91	3235.48	9588	0	17
2025.05.12	23:00:00	3235.33	3238.40	3232.66	3234.15	3800	0	17
2025.05.13	01:00:00	3237.43	3237.94	3229.85	3233.85	4917	0	17
2025.05.13	02:00:00	3234.00	3240.01	3233.44	3236.81	4901	0	17
2025.05.13	03:00:00	3236.82	3243.16	3233.89	3239.87	10203	0	17
2025.05.13	04:00:00	3239.86	3243.29	3215.90	3225.14	17255	0	17
2025.05.13	05:00:00	3225.17	3241.19	3223.19	3229.03	13178	0	17
2025.05.13	06:00:00	3229.02	3238.21	3228.36	3236.83	10109	0	17
2025.05.13	07:00:00	3236.82	3253.61	3234.85	3252.67	8015	0	17
2025.05.13	08:00:00	3252.66	3260.71	3251.06	3256.46	11167	0	17
2025.05.13	09:00:00	3256.49	3265.65	3247.30	3261.94	13548	0	17
2025.05.13	10:00:00	3261.97	3264.83	3254.47	3258.95	11284	0	17
2025.05.13	11:00:00	3258.96	3261.19	3250.38	3255.43	10147	0	17
2025.05.13	12:00:00	3255.44	3256.75	3250.67	3253.41	9696	0	17
2025.05.13	13:00:00	3253.31	3256.12	3251.31	3252.93	7965	0	17
2025.05.13	14:00:00	3252.94	3258.68	3248.80	3249.37	10819	0	17
2025.05.13	15:00:00	3249.36	3249.99	3237.28	3241.93	20031	0	17
2025.05.13	16:00:00	3241.87	3246.80	3227.32	3227.64	22110	0	17
2025.05.13	17:00:00	3227.65	3248.74	3225.46	3242.83	19134	0	17
2025.05.13	18:00:00	3242.96	3255.77	3241.96	3253.39	14790	0	17
2025.05.13	19:00:00	3253.53	3257.92	3248.63	3251.15	11018	0	17
2025.05.13	20:00:00	3251.18	3252.73	3242.01	3247.02	9797	0	17
2025.05.13	21:00:00	3247.01	3250.93	3245.57	3248.67	7144	0	17
2025.05.13	22:00:00	3248.66	3251.15	3246.38	3249.35	6843	0	17
2025.05.13	23:00:00	3249.34	3254.70	3248.05	3251.94	4804	0	17
2025.05.14	01:00:00	3251.75	3254.59	3249.56	3254.40	2854	0	17
2025.05.14	02:00:00	3254.39	3257.08	3252.20	3254.39	4094	0	17
2025.05.14	03:00:00	3254.40	3254.77	3240.49	3243.85	11538	0	17
2025.05.14	04:00:00	3243.86	3251.74	3237.30	3239.14	16609	0	17
2025.05.14	05:00:00	3239.09	3241.42	3229.32	3232.95	13814	0	17
2025.05.14	06:00:00	3232.85	3233.81	3226.14	3228.41	11916	0	17
2025.05.14	07:00:00	3228.38	3230.32	3222.50	3224.12	10275	0	17
2025.05.14	08:00:00	3224.13	3234.46	3221.63	3233.74	11675	0	17
2025.05.14	09:00:00	3233.71	3236.77	3227.67	3228.78	12048	0	17
2025.05.14	10:00:00	3228.88	3238.90	3224.48	3237.96	13266	0	17
2025.05.14	11:00:00	3238.11	3243.98	3230.58	3232.72	14682	0	17
2025.05.14	12:00:00	3232.87	3236.53	3229.25	3232.43	13142	0	17
2025.05.14	13:00:00	3232.43	3236.38	3229.58	3235.46	9019	0	17
2025.05.14	14:00:00	3235.51	3239.27	3219.47	3220.28	10611	0	17
2025.05.14	15:00:00	3220.38	3222.61	3184.03	3184.86	22131	0	17
2025.05.14	16:00:00	3184.86	3198.26	3175.11	3191.49	26059	0	17
2025.05.14	17:00:00	3191.48	3194.36	3179.38	3181.88	20179	0	17
2025.05.14	18:00:00	3181.87	3186.58	3179.10	3182.36	16051	0	17
2025.05.14	19:00:00	3182.42	3190.89	3173.70	3188.42	14445	0	17
2025.05.14	20:00:00	3188.41	3190.58	3181.04	3182.09	12230	0	17
2025.05.14	21:00:00	3182.24	3183.06	3171.60	3172.04	9847	0	17
2025.05.14	22:00:00	3172.07	3181.42	3167.77	3180.57	12182	0	17
2025.05.14	23:00:00	3180.56	3183.26	3178.51	3179.43	5058	0	17
2025.05.15	01:00:00	3180.86	3183.93	3180.25	3182.74	3677	0	17
2025.05.15	02:00:00	3182.69	3187.27	3181.28	3186.08	3981	0	17
2025.05.15	03:00:00	3186.10	3188.00	3180.40	3187.68	8194	0	17
2025.05.15	04:00:00	3187.66	3192.60	3171.28	3172.51	14918	0	17
2025.05.15	05:00:00	3172.50	3175.58	3150.12	3154.18	15656	0	17
2025.05.15	06:00:00	3154.20	3157.01	3148.27	3150.62	12080	0	17
2025.05.15	07:00:00	3150.70	3152.77	3135.70	3138.54	9839	0	17
2025.05.15	08:00:00	3138.59	3143.22	3123.54	3129.06	13087	0	17
2025.05.15	09:00:00	3129.08	3153.80	3121.18	3149.87	18602	0	17
2025.05.15	10:00:00	3149.90	3151.94	3130.87	3142.18	16580	0	17
2025.05.15	11:00:00	3142.03	3164.28	3139.00	3162.40	14454	0	17
2025.05.15	12:00:00	3162.39	3171.58	3159.24	3165.26	13037	0	17
2025.05.15	13:00:00	3165.42	3179.14	3164.15	3178.34	11993	0	17
2025.05.15	14:00:00	3178.26	3180.21	3172.47	3179.06	11502	0	17
2025.05.15	15:00:00	3179.04	3189.88	3177.72	3188.71	16972	0	17
2025.05.15	16:00:00	3188.66	3199.87	3185.22	3192.38	22930	0	17
2025.05.15	17:00:00	3192.29	3206.91	3190.50	3205.35	19959	0	17
2025.05.15	18:00:00	3205.36	3220.06	3204.50	3219.74	14277	0	17
2025.05.15	19:00:00	3219.75	3222.69	3215.93	3222.26	9959	0	17
2025.05.15	20:00:00	3222.36	3229.29	3216.55	3221.18	10828	0	17
2025.05.15	21:00:00	3221.19	3226.08	3219.79	3223.24	8042	0	17
2025.05.15	22:00:00	3223.25	3232.77	3222.39	3231.81	8725	0	17
2025.05.15	23:00:00	3231.83	3239.90	3231.03	3239.52	6500	0	17
2025.05.16	01:00:00	3241.89	3252.09	3241.65	3251.07	6524	0	17
2025.05.16	02:00:00	3251.08	3251.15	3236.54	3237.21	8840	0	17
2025.05.16	03:00:00	3237.08	3244.05	3232.13	3243.00	13672	0	17
2025.05.16	04:00:00	3243.33	3244.50	3214.86	3222.22	18411	0	17
2025.05.16	05:00:00	3222.14	3227.52	3212.88	3215.60	14604	0	17
2025.05.16	06:00:00	3215.59	3217.54	3206.49	3211.96	13232	0	17
2025.05.16	07:00:00	3211.97	3222.68	3211.65	3219.74	10080	0	17
2025.05.16	08:00:00	3219.67	3222.21	3211.95	3218.59	12206	0	17
2025.05.16	09:00:00	3218.70	3231.25	3212.85	3214.93	14643	0	17
2025.05.16	10:00:00	3214.97	3218.14	3205.32	3207.79	14456	0	17
2025.05.16	11:00:00	3207.80	3209.27	3195.52	3207.48	12481	0	17
2025.05.16	12:00:00	3207.54	3212.89	3203.85	3209.22	10875	0	17
2025.05.16	13:00:00	3209.23	3211.08	3169.05	3175.70	15451	0	17
2025.05.16	14:00:00	3175.79	3179.27	3154.39	3163.10	16711	0	17
2025.05.16	15:00:00	3163.33	3181.96	3154.91	3177.41	19126	0	17
2025.05.16	16:00:00	3177.60	3186.64	3169.31	3180.40	21717	0	17
2025.05.16	17:00:00	3180.41	3188.26	3165.93	3173.44	20496	0	17
2025.05.16	18:00:00	3173.16	3185.08	3172.80	3183.33	13787	0	17
2025.05.16	19:00:00	3183.34	3189.88	3180.30	3189.30	11418	0	17
2025.05.16	20:00:00	3189.31	3192.08	3183.65	3189.20	9261	0	17
2025.05.16	21:00:00	3189.21	3191.02	3184.83	3187.50	6887	0	17
2025.05.16	22:00:00	3187.59	3195.90	3187.40	3192.55	7445	0	17
2025.05.16	23:00:00	3192.55	3202.79	3192.22	3201.17	7581	0	17
2025.05.19	01:00:00	3215.95	3240.73	3211.75	3239.29	13460	0	17
2025.05.19	02:00:00	3239.30	3245.18	3226.58	3234.79	12510	0	17
2025.05.19	03:00:00	3234.80	3249.77	3233.45	3246.55	14686	0	17
2025.05.19	04:00:00	3246.56	3246.63	3214.62	3218.38	20341	0	17
2025.05.19	05:00:00	3218.28	3230.05	3217.03	3228.50	14194	0	17
2025.05.19	06:00:00	3228.54	3230.59	3208.24	3212.21	12114	0	17
2025.05.19	07:00:00	3212.16	3218.10	3206.72	3215.88	8330	0	17
2025.05.19	08:00:00	3215.89	3224.34	3214.93	3223.99	10135	0	17
2025.05.19	09:00:00	3223.98	3231.70	3220.12	3224.14	14461	0	17
2025.05.19	10:00:00	3224.16	3234.57	3224.15	3232.52	13886	0	17
2025.05.19	11:00:00	3232.51	3244.84	3230.08	3244.48	11549	0	17
2025.05.19	12:00:00	3244.53	3247.60	3233.55	3242.03	11999	0	17
2025.05.19	13:00:00	3242.04	3245.26	3234.22	3241.75	9587	0	17
2025.05.19	14:00:00	3241.74	3248.47	3239.14	3243.67	8816	0	17
2025.05.19	15:00:00	3243.72	3244.41	3228.82	3229.28	13140	0	17
2025.05.19	16:00:00	3229.34	3241.64	3224.66	3229.97	20198	0	17
2025.05.19	17:00:00	3229.99	3236.01	3217.22	3233.91	17882	0	17
2025.05.19	18:00:00	3233.81	3239.81	3229.68	3231.62	13219	0	17
2025.05.19	19:00:00	3231.63	3234.27	3228.07	3231.80	10536	0	17
2025.05.19	20:00:00	3231.79	3233.22	3225.61	3226.32	9999	0	17
2025.05.19	21:00:00	3226.31	3235.14	3225.30	3233.51	7269	0	17
2025.05.19	22:00:00	3233.56	3235.85	3231.61	3232.93	6805	0	17
2025.05.19	23:00:00	3232.97	3233.78	3228.12	3230.54	3970	0	17
2025.05.20	01:00:00	3227.98	3230.32	3224.65	3226.78	5979	0	17
2025.05.20	02:00:00	3226.77	3227.39	3219.08	3222.56	7978	0	17
2025.05.20	03:00:00	3222.57	3224.13	3214.27	3222.77	13211	0	17
2025.05.20	04:00:00	3222.84	3232.60	3220.57	3221.10	17212	0	17
2025.05.20	05:00:00	3221.21	3223.19	3206.40	3206.43	16138	0	17
2025.05.20	06:00:00	3206.44	3213.93	3204.57	3211.53	13619	0	17
2025.05.20	07:00:00	3211.52	3218.15	3211.13	3217.14	10738	0	17
2025.05.20	08:00:00	3217.13	3220.02	3209.80	3213.74	13282	0	17
2025.05.20	09:00:00	3213.39	3219.01	3208.64	3210.04	13634	0	17
2025.05.20	10:00:00	3210.00	3225.31	3207.93	3222.93	13166	0	17
2025.05.20	11:00:00	3222.91	3235.95	3218.42	3235.64	12674	0	17
2025.05.20	12:00:00	3235.65	3239.29	3230.47	3236.09	13585	0	17
2025.05.20	13:00:00	3236.10	3238.32	3231.93	3235.38	9453	0	17
2025.05.20	14:00:00	3235.39	3241.55	3235.06	3240.96	9980	0	17
2025.05.20	15:00:00	3240.97	3250.23	3234.56	3242.93	15448	0	17
2025.05.20	16:00:00	3242.94	3261.63	3233.24	3261.03	21266	0	17
2025.05.20	17:00:00	3261.04	3285.66	3260.86	3282.32	25182	0	17
2025.05.20	18:00:00	3282.33	3283.59	3273.57	3277.50	16853	0	17
2025.05.20	19:00:00	3277.50	3282.41	3275.44	3279.16	11741	0	17
2025.05.20	20:00:00	3279.15	3287.90	3278.48	3286.23	11350	0	17
2025.05.20	21:00:00	3286.25	3289.63	3284.06	3287.53	10463	0	17
2025.05.20	22:00:00	3287.52	3295.10	3287.26	3294.35	9455	0	17
2025.05.20	23:00:00	3294.27	3295.78	3289.35	3290.09	7079	0	17
2025.05.21	01:00:00	3292.36	3304.36	3292.36	3296.82	11183	0	17
2025.05.21	02:00:00	3296.83	3296.85	3288.70	3290.77	9821	0	17
2025.05.21	03:00:00	3290.90	3304.35	3289.14	3303.45	13510	0	17
2025.05.21	04:00:00	3303.44	3314.52	3285.61	3294.87	21187	0	17
2025.05.21	05:00:00	3294.86	3305.30	3289.11	3301.86	16496	0	17
2025.05.21	06:00:00	3301.92	3309.76	3299.21	3307.80	11926	0	17
2025.05.21	07:00:00	3307.79	3308.14	3301.22	3302.12	9779	0	17
2025.05.21	08:00:00	3302.11	3319.39	3298.43	3316.31	14318	0	17
2025.05.21	09:00:00	3316.10	3320.48	3310.88	3320.17	16760	0	17
2025.05.21	10:00:00	3320.03	3320.15	3307.87	3309.88	15212	0	17
2025.05.21	11:00:00	3309.89	3312.37	3303.89	3308.45	13359	0	17
2025.05.21	12:00:00	3308.46	3313.53	3307.15	3313.45	11807	0	17
2025.05.21	13:00:00	3313.46	3318.25	3308.75	3311.82	12956	0	17
2025.05.21	14:00:00	3311.65	3316.39	3306.55	3311.16	12901	0	17
2025.05.21	15:00:00	3311.17	3312.67	3291.09	3302.66	19275	0	17
2025.05.21	16:00:00	3302.70	3309.57	3295.37	3303.69	20796	0	17
2025.05.21	17:00:00	3303.70	3307.63	3295.30	3304.43	18612	0	17
2025.05.21	18:00:00	3304.44	3315.24	3303.53	3311.91	15350	0	17
2025.05.21	19:00:00	3311.94	3314.63	3302.81	3303.06	12090	0	17
2025.05.21	20:00:00	3303.06	3316.37	3302.88	3316.32	15868	0	17
2025.05.21	21:00:00	3316.31	3316.49	3311.94	3314.37	10400	0	17
2025.05.21	22:00:00	3314.38	3324.90	3314.37	3318.34	12890	0	17
2025.05.21	23:00:00	3318.35	3319.81	3313.20	3314.56	6303	0	17
2025.05.22	01:00:00	3319.08	3321.02	3315.63	3317.91	5908	0	17
2025.05.22	02:00:00	3317.92	3324.23	3317.48	3320.06	7047	0	17
2025.05.22	03:00:00	3320.09	3325.94	3319.35	3323.87	11098	0	17
2025.05.22	04:00:00	3323.82	3342.89	3320.38	3338.09	19355	0	17
2025.05.22	05:00:00	3338.00	3344.74	3336.48	3341.03	13686	0	17
2025.05.22	06:00:00	3341.04	3345.42	3334.92	3335.39	10935	0	17
2025.05.22	07:00:00	3335.38	3339.24	3332.74	3338.59	8024	0	17
2025.05.22	08:00:00	3338.64	3339.50	3326.33	3332.35	10181	0	17
2025.05.22	09:00:00	3332.34	3335.62	3325.59	3326.45	14057	0	17
2025.05.22	10:00:00	3326.48	3331.22	3322.58	3327.54	13814	0	17
2025.05.22	11:00:00	3327.59	3329.98	3310.21	3311.33	16363	0	17
2025.05.22	12:00:00	3311.32	3313.91	3304.25	3304.75	13876	0	17
2025.05.22	13:00:00	3304.75	3307.45	3288.53	3289.70	15817	0	17
2025.05.22	14:00:00	3289.69	3314.80	3283.06	3314.55	18354	0	17
2025.05.22	15:00:00	3314.53	3314.58	3300.89	3304.11	19487	0	17
2025.05.22	16:00:00	3304.12	3315.85	3287.04	3287.74	22962	0	17
2025.05.22	17:00:00	3287.72	3304.51	3279.72	3296.95	22097	0	17
2025.05.22	18:00:00	3296.96	3298.82	3281.58	3294.76	19071	0	17
2025.05.22	19:00:00	3294.75	3304.79	3291.06	3301.61	13838	0	17
2025.05.22	20:00:00	3301.60	3301.78	3290.29	3296.66	13549	0	17
2025.05.22	21:00:00	3296.65	3298.84	3292.43	3293.90	10043	0	17
2025.05.22	22:00:00	3293.91	3297.14	3289.14	3290.31	9740	0	17
2025.05.22	23:00:00	3290.30	3295.61	3289.56	3295.12	5340	0	17
2025.05.23	01:00:00	3297.49	3299.24	3295.22	3297.68	4923	0	17
2025.05.23	02:00:00	3297.67	3302.01	3297.27	3300.05	6774	0	17
2025.05.23	03:00:00	3300.06	3308.91	3287.29	3300.90	15343	0	17
2025.05.23	04:00:00	3300.95	3306.52	3295.89	3305.15	16501	0	17
2025.05.23	05:00:00	3305.16	3305.38	3291.05	3296.88	12178	0	17
2025.05.23	06:00:00	3296.87	3303.34	3296.52	3302.11	8499	0	17
2025.05.23	07:00:00	3302.10	3316.17	3301.98	3313.59	9274	0	17
2025.05.23	08:00:00	3313.60	3325.72	3312.59	3323.81	12534	0	17
2025.05.23	09:00:00	3323.72	3331.98	3323.03	3331.04	13884	0	17
2025.05.23	10:00:00	3331.06	3334.44	3326.74	3329.29	11300	0	17
2025.05.23	11:00:00	3329.28	3329.47	3322.64	3326.37	10278	0	17
2025.05.23	12:00:00	3326.30	3334.02	3324.87	3328.73	10677	0	17
2025.05.23	13:00:00	3328.73	3331.83	3323.50	3328.62	9481	0	17
2025.05.23	14:00:00	3328.58	3349.69	3324.49	3348.14	18519	0	17
2025.05.23	15:00:00	3348.10	3360.46	3345.04	3357.05	24778	0	17
2025.05.23	16:00:00	3357.02	3364.59	3337.21	3340.17	25328	0	17
2025.05.23	17:00:00	3340.15	3359.58	3336.64	3359.07	20274	0	17
2025.05.23	18:00:00	3359.08	3362.67	3352.00	3361.34	10834	0	17
2025.05.23	19:00:00	3361.39	3364.61	3357.19	3359.08	7485	0	17
2025.05.23	20:00:00	3359.13	3365.97	3356.35	3362.89	7174	0	17
2025.05.23	21:00:00	3362.88	3366.03	3361.06	3362.20	5910	0	17
2025.05.23	22:00:00	3362.21	3365.98	3358.17	3360.86	6632	0	17
2025.05.23	23:00:00	3360.76	3361.98	3356.81	3360.03	3103	0	17
2025.05.26	01:00:00	3351.63	3352.49	3341.38	3344.25	5827	0	17
2025.05.26	02:00:00	3344.50	3350.65	3341.46	3342.68	2985	0	17
2025.05.26	03:00:00	3342.88	3346.33	3331.37	3341.80	5003	0	17
2025.05.26	04:00:00	3341.95	3347.69	3335.47	3345.05	6330	0	17
2025.05.26	05:00:00	3344.95	3356.92	3343.25	3348.21	5011	0	17
2025.05.26	06:00:00	3348.16	3349.94	3344.25	3347.62	3415	0	17
2025.05.26	07:00:00	3347.57	3351.09	3346.34	3349.84	2427	0	17
2025.05.26	08:00:00	3349.84	3351.83	3344.29	3347.44	3573	0	17
2025.05.26	09:00:00	3347.44	3347.57	3336.96	3337.19	4819	0	17
2025.05.26	10:00:00	3337.19	3338.72	3332.28	3337.40	4343	0	17
2025.05.26	11:00:00	3337.40	3339.65	3331.09	3334.64	4035	0	17
2025.05.26	12:00:00	3334.74	3336.12	3323.66	3328.55	4634	0	17
2025.05.26	13:00:00	3328.65	3333.68	3328.64	3331.52	2237	0	17
2025.05.26	14:00:00	3331.52	3334.49	3329.29	3333.15	1854	0	17
2025.05.26	15:00:00	3333.05	3335.08	3326.37	3334.40	3459	0	17
2025.05.26	16:00:00	3334.55	3339.00	3331.38	3338.40	4452	0	17
2025.05.26	17:00:00	3338.50	3341.65	3335.61	3337.27	4706	0	17
2025.05.26	18:00:00	3337.32	3339.77	3336.75	3338.01	2921	0	17
2025.05.26	19:00:00	3338.16	3343.64	3337.54	3342.16	2270	0	17
2025.05.26	20:00:00	3342.26	3343.10	3340.50	3341.29	1271	0	17
2025.05.26	21:00:00	3341.29	3343.22	3341.02	3342.32	619	0	17
2025.05.27	01:00:00	3346.18	3348.79	3342.71	3347.58	2352	0	17
2025.05.27	02:00:00	3347.59	3348.39	3344.58	3346.09	2322	0	17
2025.05.27	03:00:00	3345.93	3350.16	3342.29	3345.24	5131	0	17
2025.05.27	04:00:00	3345.25	3347.32	3331.76	3335.97	5741	0	17
2025.05.27	05:00:00	3336.12	3344.42	3335.05	3342.92	3980	0	17
2025.05.27	06:00:00	3342.77	3347.31	3340.85	3341.15	3207	0	17
2025.05.27	07:00:00	3341.14	3341.44	3330.63	3330.88	3178	0	17
2025.05.27	08:00:00	3330.93	3332.74	3316.15	3323.47	7264	0	17
2025.05.27	09:00:00	3323.37	3328.45	3305.18	3308.78	9040	0	17
2025.05.27	10:00:00	3308.68	3312.67	3292.61	3296.35	8032	0	17
2025.05.27	11:00:00	3296.25	3310.39	3296.10	3298.59	7095	0	17
2025.05.27	12:00:00	3298.49	3309.77	3294.56	3296.32	6259	0	17
2025.05.27	13:00:00	3296.22	3299.60	3290.25	3293.23	5510	0	17
2025.05.27	14:00:00	3293.28	3298.13	3287.71	3288.41	5752	0	17
2025.05.27	15:00:00	3288.31	3297.89	3288.01	3293.74	7237	0	17
2025.05.27	16:00:00	3293.84	3304.90	3292.33	3295.41	10811	0	17
2025.05.27	17:00:00	3294.96	3303.30	3285.37	3299.83	9953	0	17
2025.05.27	18:00:00	3299.73	3303.01	3289.62	3293.55	6807	0	17
2025.05.27	19:00:00	3293.60	3298.77	3293.10	3297.81	3964	0	17
2025.05.27	20:00:00	3297.86	3304.38	3296.85	3301.29	3851	0	17
2025.05.27	21:00:00	3301.34	3303.91	3299.20	3303.08	2586	0	17
2025.05.27	22:00:00	3303.03	3307.96	3303.03	3304.47	2632	0	17
2025.05.27	23:00:00	3304.57	3305.05	3300.07	3300.49	1397	0	17
2025.05.28	01:00:00	3304.40	3305.64	3302.68	3303.14	2613	0	17
2025.05.28	02:00:00	3303.24	3310.95	3297.52	3309.42	3709	0	17
2025.05.28	03:00:00	3309.55	3315.78	3308.10	3308.44	3821	0	17
2025.05.28	04:00:00	3308.29	3310.99	3298.84	3301.93	6927	0	17
2025.05.28	05:00:00	3301.88	3314.04	3300.47	3302.23	6554	0	17
2025.05.28	06:00:00	3302.13	3304.02	3291.73	3297.66	6574	0	17
2025.05.28	07:00:00	3297.65	3299.18	3294.32	3296.41	4504	0	17
2025.05.28	08:00:00	3296.31	3310.18	3295.85	3307.09	6146	0	17
2025.05.28	09:00:00	3307.04	3308.82	3298.34	3308.21	6464	0	17
2025.05.28	10:00:00	3308.12	3322.38	3307.32	3319.38	7871	0	17
2025.05.28	11:00:00	3319.43	3323.96	3315.14	3321.80	7789	0	17
2025.05.28	12:00:00	3321.63	3325.70	3320.14	3324.18	5310	0	17
2025.05.28	13:00:00	3324.28	3324.70	3311.59	3313.35	6054	0	17
2025.05.28	14:00:00	3313.56	3314.92	3307.28	3311.31	6522	0	17
2025.05.28	15:00:00	3311.28	3314.73	3305.29	3312.37	7607	0	17
2025.05.28	16:00:00	3312.42	3316.65	3297.30	3305.26	11787	0	17
2025.05.28	17:00:00	3305.21	3309.18	3300.60	3302.82	10060	0	17
2025.05.28	18:00:00	3302.74	3302.95	3292.53	3295.92	9032	0	17
2025.05.28	19:00:00	3295.97	3299.26	3288.74	3293.49	7100	0	17
2025.05.28	20:00:00	3293.54	3299.04	3291.13	3296.99	6303	0	17
2025.05.28	21:00:00	3296.98	3303.20	3296.66	3301.99	5541	0	17
2025.05.28	22:00:00	3301.89	3303.10	3293.76	3296.84	6959	0	17
2025.05.28	23:00:00	3296.79	3297.52	3276.39	3287.61	4145	0	17
2025.05.29	01:00:00	3289.34	3294.57	3281.54	3286.54	2997	0	17
2025.05.29	02:00:00	3286.74	3287.77	3249.91	3259.91	11484	0	17
2025.05.29	03:00:00	3259.92	3269.12	3253.77	3264.85	10557	0	17
2025.05.29	04:00:00	3264.86	3265.83	3245.58	3263.42	10997	0	17
2025.05.29	05:00:00	3263.62	3275.38	3260.90	3270.17	8138	0	17
2025.05.29	06:00:00	3270.07	3280.31	3268.23	3274.72	7338	0	17
2025.05.29	07:00:00	3274.77	3275.55	3268.91	3269.03	6028	0	17
2025.05.29	08:00:00	3268.97	3272.60	3265.95	3272.50	6717	0	17
2025.05.29	09:00:00	3272.33	3276.58	3267.99	3271.71	7642	0	17
2025.05.29	10:00:00	3271.71	3287.41	3271.54	3286.44	7778	0	17
2025.05.29	11:00:00	3286.29	3289.32	3278.17	3281.70	6739	0	17
2025.05.29	12:00:00	3281.65	3283.27	3276.34	3282.10	5733	0	17
2025.05.29	13:00:00	3281.93	3300.92	3281.73	3296.71	8305	0	17
2025.05.29	14:00:00	3296.66	3305.59	3295.41	3299.73	7849	0	17
